"","Address","longitude","latitude","Type1","Type2","Type3","Value","Icon"
"229","125 CENTRAL PARK NORTH , New York",-73.9532789,40.798742,"Rent","R4  -ELEVATOR",NA,34.96,"Rent"
"230","125 EAST 118 STREET , New York",-73.9410567,40.8003819,"Rent","D9  -ELEVATOR",NA,30.4566666666667,"Rent"
"231","125 EAST 12 STREET , New York",-73.988719,40.7324199,"Rent","R4  -ELEVATOR",NA,51.76,"Rent"
"232","125 EAST 4 STREET , New York",-73.9875712,40.7256159,"Rent","R9  -CONDOPS",NA,45.74,"Rent"
"233","125 WEST 21 STREET , New York",-73.9946875,40.7421847,"Rent","R4  -ELEVATOR",NA,57.01,"Rent"
"234","125 WEST 31 STREET , New York",-73.990279,40.74863,"Rent","RR  -CONRENT",NA,59.74,"Rent"
"235","125 WEST 82 STREET , New York",-73.975177,40.784671,"Rent","R4  -ELEVATOR",NA,39.72,"Rent"
"236","125 WEST WASHINGTON PLACE , New York",-74.001528,40.7330011,"Rent","D1  -ELEVATOR",NA,45.0525,"Rent"
"237","1255 5 AVENUE , New York",-73.9502988,40.7950776,"Rent","R4  -ELEVATOR",NA,31.09,"Rent"
"238","126 WEST 22 STREET , New York",-73.9945099,40.7425969,"Rent","R4  -ELEVATOR",NA,38.87,"Rent"
"239","1265 BROADWAY , New York",-73.9884276,40.7480852,"Rent","D6  -ELEVATOR",NA,56.2,"Rent"
"240","127 4 AVENUE , New York",-73.9897102,40.7331655,"Rent","D5  -ELEVATOR",NA,65.49,"Rent"
"241","127 8 AVENUE , New York",-74.0016348,40.7414147,"Rent","R9  -CONDOPS",NA,58.7,"Rent"
"242","127 EAST 117 STREET , New York",-73.9415159,40.7996761,"Rent","D3  -ELEVATOR",NA,31.885,"Rent"
"243","127 EAST 30 STREET , New York",-73.9817403,40.7443234,"Rent","R4  -ELEVATOR",NA,57.21,"Rent"
"244","127 EAST 79 STREET , New York",-73.9593037,40.7753949,"Rent","R4  -ELEVATOR",NA,39.34,"Rent"
"245","127 JOHN STREET , New York",NA,NA,"Rent","D8  -ELEVATOR",NA,52.82,"Rent"
"246","127 MERCER STREET , New York",-73.9992302,40.7245038,"Rent","R4  -ELEVATOR",NA,35.19,"Rent"
"247","127 RIVERSIDE DRIVE , New York",-73.9806843,40.7890485,"Rent","D1  -ELEVATOR",NA,45.1,"Rent"
"248","127 WEST 141 STREET , New York",-73.9396331,40.8188383,"Rent","D1  -ELEVATOR",NA,23.96,"Rent"
"249","127 WEST 89 STREET , New York",-73.9720855,40.789207,"Rent","R4  -ELEVATOR",NA,41.35,"Rent"
"250","1274 5 AVENUE , New York",-73.9495293,40.7959774,"Rent","D1  -ELEVATOR",NA,31.5433333333333,"Rent"
"251","128 EAST 85 STREET , New York",-73.956624,40.7788018,"Rent","D1  -ELEVATOR",NA,49.982,"Rent"
"252","1280 5 AVENUE , New York",-73.949116,40.7961886,"Rent","R4  -ELEVATOR",NA,50.96,"Rent"
"253","1282 BROADWAY , New York",-73.9877009,40.7491141,"Rent","D6  -ELEVATOR",NA,38,"Rent"
"254","1283 2 AVENUE , New York",-73.9607731,40.7660345,"Rent","D6  -ELEVATOR",NA,46.6242105263158,"Rent"
"255","1286 1 AVENUE , New York",-73.956951,40.765887,"Rent","RR  -CONRENT",NA,50.25,"Rent"
"256","129 EAST 82 STREET , New York",-73.9576478,40.7771228,"Rent","R9  -CONDOPS",NA,43.78,"Rent"
"257","129 WEST 128 STREET , New York",-73.9454193,40.8104876,"Rent","C5  -WALK-UP",NA,34.985,"Rent"
"258","129 WEST 20 STREET , New York",-73.9953761,40.7417805,"Rent","R4  -ELEVATOR",NA,42.95,"Rent"
"259","129 WEST 74 STREET , New York",NA,NA,"Rent","D1  -ELEVATOR",NA,43.19375,"Rent"
"260","129 WEST WASHINGTON PLACE , New York",-74.00178,40.733161,"Rent","D3  -ELEVATOR",NA,42.84,"Rent"
"261","1290 LEXINGTON AVENUE , New York",-73.955247,40.7804688,"Rent","D6  -ELEVATOR",NA,53.79,"Rent"
"262","130 BEEKMAN STREET , New York",-74.0029053,40.7076306,"Rent","R4  -ELEVATOR",NA,38.14,"Rent"
"263","130 BRADHURST AVENUE , New York",-73.9411715,40.8252437,"Rent","R9  -CONDOPS",NA,25.99,"Rent"
"264","130 EAST 104 STREET , New York",-73.947813,40.79094,"Rent","D1  -ELEVATOR",NA,36.84,"Rent"
"265","130 EAST 93 STREET , New York",-73.9529045,40.7839043,"Rent","D1  -ELEVATOR",NA,45.58,"Rent"
"266","130 SUFFOLK STREET , New York",-73.985553,40.719521,"Rent","R2  -WALK-UP",NA,42.5,"Rent"
"267","130 WEST 142 STREET , New York",-73.9388524,40.8188042,"Rent","D1  -ELEVATOR",NA,28.91,"Rent"
"268","130 WEST 17 STREET , New York",-73.9971666,40.7397568,"Rent","R9  -CONDOPS",NA,38.37,"Rent"
"269","130 WEST 19 STREET , New York",-73.9961936,40.7409204,"Rent","R4  -ELEVATOR",NA,42.37,"Rent"
"270","130 WEST 20 STREET , New York",-73.9956975,40.7414787,"Rent","R4  -ELEVATOR",NA,49.71,"Rent"
"271","130 WEST 79 STREET , New York",-73.9768964,40.782281,"Rent","R4  -ELEVATOR",NA,55.56,"Rent"
"272","131 CENTRAL PARK NORTH , New York",-73.9536201,40.7988933,"Rent","D7  -ELEVATOR",NA,31.5475,"Rent"
"273","131 THOMPSON STREET , New York",-74.001528,40.7266686,"Rent","R9  -CONDOPS",NA,52.08,"Rent"
"274","131 WEST 16 STREET , New York",-73.9971478,40.7394272,"Rent","R4  -ELEVATOR",NA,45.63,"Rent"
"275","132 PERRY STREET , New York",-74.0076797,40.7346839,"Rent","R4  -ELEVATOR",NA,50.78,"Rent"
"276","132 WEST 112 STREET , New York",-73.9537311,40.8001807,"Rent","D1  -ELEVATOR",NA,35.2125,"Rent"
"277","132 WEST 22 STREET , New York",-73.9947651,40.7426874,"Rent","R4  -ELEVATOR",NA,41.69,"Rent"
"278","1328 2 AVENUE , New York",-73.9587704,40.7676802,"Rent","R9  -CONDOPS",NA,46.19,"Rent"
"279","1329 2 AVENUE , New York",-73.9594433,40.7677359,"Rent","R9  -CONDOPS",NA,40.99,"Rent"
"280","132A EAST 65 STREET , New York",-73.9650923,40.7657118,"Rent","R4  -ELEVATOR",NA,54.76,"Rent"
"281","133 2 AVENUE , New York",-73.9878467,40.7288212,"Rent","R4  -ELEVATOR",NA,57.75,"Rent"
"282","133 CHARLES STREET , New York",-74.007823,40.734387,"Rent","D5  -ELEVATOR",NA,48.27,"Rent"
"283","133 EAST 17 STREET , New York",-73.9865153,40.7357749,"Rent","D8  -ELEVATOR",NA,50.962,"Rent"
"284","133 ESSEX STREET , New York",-73.9876172,40.7202548,"Rent","R4  -ELEVATOR",NA,53.25,"Rent"
"285","133 MULBERRY STREET , New York",-73.9979241,40.7186467,"Rent","R4  -ELEVATOR",NA,38.14,"Rent"
"286","133 NORFOLK STREET , New York",-73.9868481,40.7199623,"Rent","R2  -WALK-UP",NA,59.33,"Rent"
"287","133 WEST 104 STREET , New York",-73.9652108,40.798767,"Rent","D1  -ELEVATOR",NA,23.8566666666667,"Rent"
"288","133 WEST 11 STREET , New York",-73.999521,40.7361441,"Rent","R4  -ELEVATOR",NA,59.89,"Rent"
"289","133 WEST 22 STREET , New York",-73.9947104,40.7430565,"Rent","R4  -ELEVATOR",NA,54.69,"Rent"
"290","133 WEST 71 STREET , New York",NA,NA,"Rent","D3  -ELEVATOR",NA,44.08,"Rent"
"291","133 WEST 74 STREET , New York",-73.9791691,40.7795371,"Rent","C5  -WALK-UP",NA,42.28,"Rent"
"292","134 EAST 93 STREET , New York",-73.9526021,40.7839082,"Rent","R4  -ELEVATOR",NA,44.69,"Rent"
"293","134 WEST 58 STREET , New York",-73.9781131,40.7653821,"Rent","D7  -ELEVATOR",NA,47.398,"Rent"
"294","134 WEST 93 STREET , New York",-73.9702846,40.7912931,"Rent","R4  -ELEVATOR",NA,42.07,"Rent"
"295","1347 1 AVENUE , New York",-73.956153,40.768179,"Rent","D6  -ELEVATOR",NA,33.56,"Rent"
"296","135 3 AVENUE , New York",-73.9866098,40.7336502,"Rent","D6  -ELEVATOR",NA,48.34,"Rent"
"297","135 CENTRAL PARK WEST , New York",-73.9754271,40.777366,"Rent","D3  -ELEVATOR",NA,51.0675,"Rent"
"298","135 DIVISION STREET , New York",-73.9911523,40.7143842,"Rent","R4  -ELEVATOR",NA,46.71,"Rent"
"299","135 EAST 54 STREET , New York",-73.970743,40.7592574,"Rent","R4  -ELEVATOR",NA,48.3,"Rent"
"300","135 WEST 52 STREET , New York",-73.9812582,40.7624909,"Rent","R4  -ELEVATOR",NA,49.58,"Rent"
"301","135 WEST 58 STREET , New York",-73.9777458,40.7657157,"Rent","R9  -CONDOPS",NA,35.93,"Rent"
"302","135 WEST 70 STREET , New York",-73.9810287,40.7768499,"Rent","R4  -ELEVATOR",NA,42.34,"Rent"
"303","135 WILLIAM STREET , New York",-74.0067062,40.7094264,"Rent","D7  -ELEVATOR",NA,42.476,"Rent"
"304","1354 LEXINGTON AVENUE , New York",-73.9540984,40.7819094,"Rent","R4  -ELEVATOR",NA,45.17,"Rent"
"305","1355 1 AVENUE , New York",-73.9559582,40.7683489,"Rent","R4  -ELEVATOR",NA,49.8,"Rent"
"306","1356 1 AVENUE , New York",-73.9553153,40.7682575,"Rent","R4  -ELEVATOR",NA,38.47,"Rent"
"307","136 BAXTER STREET , New York",-73.9988423,40.7186224,"Rent","R4  -ELEVATOR",NA,43.99,"Rent"
"308","136 EAST 55 STREET , New York",-73.9697831,40.7593821,"Rent","D6  -ELEVATOR",NA,46.43,"Rent"
"309","136 EAST BROADWAY , New York",-73.9914737,40.7141208,"Rent","R4  -ELEVATOR",NA,47.05,"Rent"
"310","136 WEST 4 STREET , New York",-74.0002885,40.7311265,"Rent","D1  -ELEVATOR",NA,40.7827272727273,"Rent"
"311","1360 6 AVENUE , New York",-73.9776249,40.7628721,"Rent","R4  -ELEVATOR",NA,48.75,"Rent"
"312","137 4 AVENUE , New York",-73.9896812,40.7335742,"Rent","D6  -ELEVATOR",NA,58.92,"Rent"
"313","137 CENTRAL PARK NORTH , New York",-73.9538229,40.7991141,"Rent","R4  -ELEVATOR",NA,32.27,"Rent"
"314","137 DUANE STREET , New York",-74.0076823,40.7165395,"Rent","R4  -ELEVATOR",NA,39.09,"Rent"
"315","137 EAST 38 STREET , New York",-73.9769882,40.7488016,"Rent","D3  -ELEVATOR",NA,48.63125,"Rent"
"316","138 WEST 124 STREET , New York",-73.9475377,40.8075848,"Rent","R4  -ELEVATOR",NA,23.9,"Rent"
"317","1380 YORK AVENUE , New York",-73.9526519,40.7678787,"Rent","D3  -ELEVATOR",NA,44.39,"Rent"
"318","139 EAST 13 STREET , New York",-73.9881337,40.7330221,"Rent","C4  -WALK-UP",NA,46.91,"Rent"
"319","139 EAST 63 STREET , New York",-73.9660833,40.7647349,"Rent","R9  -CONDOPS",NA,50.72,"Rent"
"320","139 WEST 126 STREET , New York",-73.94633,40.809263,"Rent","R2  -WALK-UP",NA,35.96,"Rent"
"321","139 WOOSTER STREET , New York",-73.999968,40.7258784,"Rent","R4  -ELEVATOR",NA,61.29,"Rent"
"322","14 EAST 77 STREET , New York",-73.9638332,40.7751206,"Rent","R4  -ELEVATOR",NA,49.28,"Rent"
"323","14 EAST 96 STREET , New York",-73.954914,40.787289,"Rent","R4  -ELEVATOR",NA,42.76,"Rent"
"324","14 PRINCE STREET , New York",-73.994121,40.7224101,"Rent","R4  -ELEVATOR",NA,37.27,"Rent"
"325","14 WEST 14 STREET , New York",-73.9947104,40.7361848,"Rent","R4  -ELEVATOR",NA,55.08,"Rent"
"326","14 WEST 4 STREET , New York",-74.0023557,40.7331169,"Rent","R9  -CONDOPS",NA,42.2,"Rent"
"327","140 5 AVENUE , New York",-73.992065,40.739227,"Rent","R9  -CONDOPS",NA,36.55,"Rent"
"328","140 7 AVENUE , New York",-73.9979483,40.7414823,"Rent","R4  -ELEVATOR",NA,56.64,"Rent"
"329","140 EAST 17 STREET , New York",-73.9865612,40.7353182,"Rent","D1  -ELEVATOR",NA,46.1325,"Rent"
"330","140 EAST 31 STREET , New York",-73.98062,40.744041,"Rent","D7  -ELEVATOR",NA,55.27,"Rent"
"331","140 EAST 63 STREET , New York",-73.9661521,40.7644738,"Rent","R4  -ELEVATOR",NA,48.33,"Rent"
"332","140 EAST 7 STREET , New York",-73.9831156,40.7256319,"Rent","D9  -ELEVATOR",NA,42.145,"Rent"
"333","140 WEST 105 STREET , New York",-73.9647516,40.7989716,"Rent","D1  -ELEVATOR",NA,23.3233333333333,"Rent"
"334","140 WEST 22 STREET , New York",-73.9950548,40.7427772,"Rent","R4  -ELEVATOR",NA,49.62,"Rent"
"335","140 WEST 23 STREET , New York",-73.9943432,40.743236,"Rent","R4  -ELEVATOR",NA,44.46,"Rent"
"336","140 WEST 58 STREET , New York",-73.9782738,40.7655013,"Rent","R9  -CONDOPS",NA,45.25,"Rent"
"337","1400 5 AVENUE , New York",-73.9469577,40.8005472,"Rent","R4  -ELEVATOR",NA,34.4,"Rent"
"338","1405 5 AVENUE , New York",-73.9464985,40.8001734,"Rent","RR  -CONRENT",NA,27.35,"Rent"
"339","141 EAST 23 STREET , New York",-73.9842152,40.7394763,"Rent","D3  -ELEVATOR",NA,44.4466666666667,"Rent"
"340","141 EAST 55 STREET , New York",-73.9694102,40.759509,"Rent","R4  -ELEVATOR",NA,44.65,"Rent"
"341","141 EAST 88 STREET , New York",-73.95431,40.7807557,"Rent","R4  -ELEVATOR",NA,42.36,"Rent"
"342","141 WEST 16 STREET , New York",-73.997517,40.7396426,"Rent","D1  -ELEVATOR",NA,53.7733333333333,"Rent"
"343","1410 YORK AVENUE , New York",-73.9520937,40.7684278,"Rent","D1  -ELEVATOR",NA,44.1,"Rent"
"344","142 EAST 27 STREET , New York",-73.9824019,40.741558,"Rent","D1  -ELEVATOR",NA,46.39,"Rent"
"345","142 HENRY STREET , New York",-73.990409,40.7132412,"Rent","R4  -ELEVATOR",NA,30.66,"Rent"
"346","142 WEST 23 STREET , New York",-73.9946416,40.7433363,"Rent","D9  -ELEVATOR",NA,54.62,"Rent"
"347","142 WOOSTER STREET , New York",-73.999508,40.725803,"Rent","D7  -ELEVATOR",NA,54.115,"Rent"
"348","1420 YORK AVENUE , New York",-73.9518254,40.7689957,"Rent","R4  -ELEVATOR",NA,41.94,"Rent"
"349","143 AVENUE B , New York",-73.9800415,40.7263234,"Rent","R4  -ELEVATOR",NA,42.32,"Rent"
"350","143 EAST 34 STREET , New York",-73.978997,40.7463561,"Rent","R4  -ELEVATOR",NA,47.1,"Rent"
"351","143 WEST 30 STREET , New York",-73.9914353,40.7482507,"Rent","R4  -ELEVATOR",NA,37.68,"Rent"
"352","143 WEST 96 STREET , New York",-73.9696782,40.7940711,"Rent","D3  -ELEVATOR",NA,43.84,"Rent"
"353","1431 6 AVENUE , New York",-73.9767317,40.7653519,"Rent","R4  -ELEVATOR",NA,45.94,"Rent"
"354","1438 3 AVENUE , New York",-73.9563255,40.7760398,"Rent","R4  -ELEVATOR",NA,49.21,"Rent"
"355","1439 1 AVENUE , New York",-73.9551278,40.7696856,"Rent","R4  -ELEVATOR",NA,50.86,"Rent"
"356","144 COLUMBUS AVENUE , New York",-73.9817742,40.773982,"Rent","R4  -ELEVATOR",NA,55.89,"Rent"
"357","144 WEST 27 STREET , New York",-73.9929419,40.7460254,"Rent","R4  -ELEVATOR",NA,51.64,"Rent"
"358","145 CLINTON STREET , New York",-73.9867678,40.7164849,"Rent","RR  -CONRENT",NA,42.29,"Rent"
"359","145 EAST 22 STREET , New York",-73.9842426,40.7386374,"Rent","D1  -ELEVATOR",NA,48.9633333333333,"Rent"
"360","145 EAST 48 STREET , New York",-73.9724043,40.7551234,"Rent","R4  -ELEVATOR",NA,49.17,"Rent"
"361","145 EAST 76 STREET , New York",-73.9598843,40.7730546,"Rent","R4  -ELEVATOR",NA,45.2,"Rent"
"362","145 LUDLOW STREET , New York",-73.988214,40.7207257,"Rent","D7  -ELEVATOR",NA,60.585,"Rent"
"363","145 MULBERRY STREET , New York",-73.9977405,40.7190068,"Rent","RR  -CONRENT",NA,32.54,"Rent"
"364","145 WEST 27 STREET , New York",-73.9927822,40.7463343,"Rent","R4  -ELEVATOR",NA,51.04,"Rent"
"365","146 5 AVENUE , New York",-73.9914278,40.739406,"Rent","D9  -ELEVATOR",NA,63.32,"Rent"
"366","146 FORSYTH STREET , New York",-73.9916115,40.7202809,"Rent","C4  -WALK-UP",NA,51.405,"Rent"
"367","146 ORCHARD STREET , New York",-73.988739,40.72051,"Rent","D7  -ELEVATOR",NA,74.31,"Rent"
"368","146 WEST 22 STREET , New York",-73.9952384,40.7428033,"Rent","R4  -ELEVATOR",NA,46.7,"Rent"
"369","146 WEST 68 STREET , New York",-73.9828159,40.7756983,"Rent","D1  -ELEVATOR",NA,44.8683333333333,"Rent"
"370","146 WEST 79 STREET , New York",-73.9773326,40.7823623,"Rent","D1  -ELEVATOR",NA,46.2355555555556,"Rent"
"371","1460 5 AVENUE , New York",-73.945576,40.802407,"Rent","D3  -ELEVATOR",NA,23.26,"Rent"
"372","1465 5 AVENUE , New York",-73.9450085,40.8021063,"Rent","RR  -CONRENT",NA,28.68,"Rent"
"373","147 EAST 82 STREET , New York",-73.9570832,40.7769384,"Rent","D9  -ELEVATOR",NA,50.445,"Rent"
"374","147 EAST HOUSTON STREET , New York",-73.9896901,40.7229675,"Rent","R9  -CONDOPS",NA,29.06,"Rent"
"375","147 ELIZABETH STREET , New York",NA,NA,"Rent","D9  -ELEVATOR",NA,43.7625925925926,"Rent"
"376","147 WEST 142 STREET , New York",-73.9393116,40.8194478,"Rent","R4  -ELEVATOR",NA,26.32,"Rent"
"377","147 WEST 86 STREET , New York",-73.9737512,40.7874466,"Rent","D3  -ELEVATOR",NA,41.9666666666667,"Rent"
"378","1474 3 AVENUE , New York",-73.955499,40.7772338,"Rent","R4  -ELEVATOR",NA,44.12,"Rent"
"379","148 BRADHURST AVENUE , New York",NA,NA,"Rent","D1  -ELEVATOR",NA,18.46,"Rent"
"380","148 EAST 24 STREET , New York",-73.9838753,40.7397433,"Rent","R4  -ELEVATOR",NA,54.41,"Rent"
"381","148 MADISON STREET , New York",-73.9929031,40.7121661,"Rent","R4  -ELEVATOR",NA,44.82,"Rent"
"382","148 WEST 142 STREET , New York",-73.939702,40.8190987,"Rent","D1  -ELEVATOR",NA,30.34,"Rent"
"383","148 WEST 77 STREET , New York",-73.978233,40.781127,"Rent","C5  -WALK-UP",NA,41.01,"Rent"
"384","1482 3 AVENUE , New York",-73.955505,40.77748,"Rent","D6  -ELEVATOR",NA,55.95,"Rent"
"385","1485 5 AVENUE , New York",-73.944352,40.8027463,"Rent","R4  -ELEVATOR",NA,29.9,"Rent"
"386","149 EAST 118 STREET , New York",-73.9401841,40.7999878,"Rent","D9  -ELEVATOR",NA,28.8325,"Rent"
"387","149 EAST 125 STREET , New York",-73.9369417,40.8043901,"Rent","RR  -CONRENT",NA,30.46,"Rent"
"388","149 EAST 62 STREET , New York",-73.9662648,40.7639984,"Rent","R4  -ELEVATOR",NA,48.16,"Rent"
"389","149 WEST 105 STREET , New York",-73.9650271,40.7995121,"Rent","D7  -ELEVATOR",NA,37.175,"Rent"
"390","149 WEST 106 STREET , New York",-73.964176,40.800264,"Rent","D1  -ELEVATOR",NA,19.06,"Rent"
"391","15 BIALYSTOKER PLACE , New York",-73.9832935,40.7158448,"Rent","D3  -ELEVATOR",NA,42.22,"Rent"
"392","15 CHARLES STREET , New York",-74.0012674,40.7352797,"Rent","R4  -ELEVATOR",NA,43.03,"Rent"
"393","15 EAST 15 STREET , New York",-73.9921886,40.7364067,"Rent","R2  -WALK-UP",NA,46.91,"Rent"
"394","15 EAST 69 STREET , New York",-73.9672326,40.770102,"Rent","R4  -ELEVATOR",NA,54.17,"Rent"
"395","15 PARK AVENUE , New York",-73.9806799,40.747546,"Rent","D6  -ELEVATOR",NA,47.92,"Rent"
"396","15 PARK ROW , New York",-74.0078405,40.7111576,"Rent","RR  -CONRENT",NA,42.57,"Rent"
"397","15 ST MARK'S PLACE , New York",-73.9888366,40.7293369,"Rent","R4  -ELEVATOR",NA,58.37,"Rent"
"398","15 WEST 107 STREET , New York",-73.9602746,40.7992798,"Rent","D1  -ELEVATOR",NA,35.505,"Rent"
"399","15 WEST 123 STREET , New York",-73.9454193,40.8063238,"Rent","D1  -ELEVATOR",NA,18.58,"Rent"
"400","15 WEST 20 STREET , New York",-73.9919787,40.7403335,"Rent","R4  -ELEVATOR",NA,46.15,"Rent"
"401","15 WEST 53 STREET , New York",-73.9773054,40.7612038,"Rent","R4  -ELEVATOR",NA,55.23,"Rent"
"402","15 WEST 63 STREET , New York",-73.980845,40.7711139,"Rent","R4  -ELEVATOR",NA,52.18,"Rent"
"403","15 WEST 64 STREET , New York",-73.9804088,40.7717272,"Rent","C4  -WALK-UP",NA,111.09,"Rent"
"404","150 CHARLES STREET , New York",-74.0092635,40.7336535,"Rent","R4  -ELEVATOR",NA,46.19,"Rent"
"405","150 EAST 30 STREET , New York",-73.9806843,40.7433243,"Rent","D1  -ELEVATOR",NA,55.645,"Rent"
"406","150 EAST 37 STREET , New York",-73.9777458,40.7477706,"Rent","R4  -ELEVATOR",NA,47.43,"Rent"
"407","150 EAST 56 STREET , New York",-73.968976,40.7597237,"Rent","R4  -ELEVATOR",NA,43.87,"Rent"
"408","150 EAST 57 STREET , New York",-73.9685168,40.7604302,"Rent","D8  -ELEVATOR",NA,55.36,"Rent"
"409","150 EAST 85 STREET , New York",-73.9559544,40.7785105,"Rent","R4  -ELEVATOR",NA,49.75,"Rent"
"410","150 EAST 86 STREET , New York",-73.955106,40.7790608,"Rent","R4  -ELEVATOR",NA,45.85,"Rent"
"411","150 NASSAU STREET , New York",-74.0059352,40.7114591,"Rent","R4  -ELEVATOR",NA,46.43,"Rent"
"412","150 WEST 111 STREET , New York",-73.9542821,40.7996422,"Rent","D1  -ELEVATOR",NA,34.1875,"Rent"
"413","150 WEST 21 STREET , New York",-73.9960189,40.7423735,"Rent","D1  -ELEVATOR",NA,33.53,"Rent"
"414","150 WEST 26 STREET , New York",-73.9935168,40.7454349,"Rent","R4  -ELEVATOR",NA,44.68,"Rent"
"415","150 WEST 51 STREET , New York",-73.9825389,40.7614321,"Rent","R4  -ELEVATOR",NA,50.16,"Rent"
"416","150 WEST 56 STREET , New York",-73.9795956,40.7642714,"Rent","R4  -ELEVATOR",NA,53.68,"Rent"
"417","150 WEST 80 STREET , New York",-73.9771719,40.783246,"Rent","D3  -ELEVATOR",NA,49.814,"Rent"
"418","150 WEST END AVENUE , New York",-73.9861709,40.7766541,"Rent","R9  -CONDOPS",NA,34.26,"Rent"
"419","1501 LEXINGTON AVENUE , New York",-73.950308,40.7862659,"Rent","D6  -ELEVATOR",NA,25.17,"Rent"
"420","151 ALLEN STREET , New York",-73.9899357,40.7209121,"Rent","R4  -ELEVATOR",NA,41.99,"Rent"
"421","151 EAST 20 STREET , New York",-73.9848515,40.7372032,"Rent","R4  -ELEVATOR",NA,47.73,"Rent"
"422","151 EAST 26 STREET , New York",-73.9822454,40.7412298,"Rent","D3  -ELEVATOR",NA,50,"Rent"
"423","151 EAST 58 STREET , New York",-73.967902,40.7615678,"Rent","R4  -ELEVATOR",NA,48.89,"Rent"
"424","151 LEXINGTON AVENUE , New York",-73.9815567,40.7435254,"Rent","D3  -ELEVATOR",NA,49.255,"Rent"
"425","151 WEST 16 STREET , New York",-73.9979241,40.7397291,"Rent","D3  -ELEVATOR",NA,46.6475,"Rent"
"426","151 WEST 21 STREET , New York",-73.995492,40.742603,"Rent","R4  -ELEVATOR",NA,60.36,"Rent"
"427","151 WEST 78 STREET , New York",-73.977669,40.782231,"Rent","C5  -WALK-UP",NA,41.29,"Rent"
"428","151 WEST 87 STREET , New York",-73.973033,40.787985,"Rent","C5  -WALK-UP",NA,39.27,"Rent"
"429","1510 YORK AVENUE , New York",-73.949736,40.771804,"Rent","D1  -ELEVATOR",NA,53.526,"Rent"
"430","152 MANHATTAN AVENUE , New York",-73.960733,40.7993845,"Rent","D3  -ELEVATOR",NA,43.055,"Rent"
"431","1520 YORK AVENUE , New York",NA,NA,"Rent","D6  -ELEVATOR",NA,49.8,"Rent"
"432","153 EAST 32 STREET , New York",-73.979766,40.7448924,"Rent","D5  -ELEVATOR",NA,43.2275,"Rent"
"433","153 EAST 87 STREET , New York",-73.9546495,40.7802182,"Rent","R4  -ELEVATOR",NA,49,"Rent"
"434","153 NORFOLK STREET , New York",NA,NA,"Rent","D1  -ELEVATOR",NA,46.35,"Rent"
"435","154 ATTORNEY STREET , New York",-73.9832095,40.7203245,"Rent","R4  -ELEVATOR",NA,40.3,"Rent"
"436","155 EAST 30 STREET , New York",NA,NA,"Rent","D1  -ELEVATOR",NA,53.876,"Rent"
"437","155 EAST 34 STREET , New York",-73.978687,40.7462252,"Rent","R4  -ELEVATOR",NA,47.27,"Rent"
"438","155 EAST 38 STREET , New York",-73.9764372,40.748569,"Rent","R4  -ELEVATOR",NA,48.67,"Rent"
"439","155 EAST 88 STREET , New York",-73.9539377,40.7807148,"Rent","D3  -ELEVATOR",NA,48.5,"Rent"
"440","155 EAST 96 STREET , New York",NA,NA,"Rent","D3  -ELEVATOR",NA,43.4171428571429,"Rent"
"441","155 FRANKLIN STREET , New York",-74.0081387,40.7190325,"Rent","R4  -ELEVATOR",NA,36.48,"Rent"
"442","155 HENRY STREET , New York",-73.989558,40.713573,"Rent","R4  -ELEVATOR",NA,37.98,"Rent"
"443","155 PERRY STREET , New York",-74.0089421,40.7348821,"Rent","R4  -ELEVATOR",NA,47.12,"Rent"
"444","155 RIDGE STREET , New York",NA,NA,"Rent","D1  -ELEVATOR",NA,40.7925,"Rent"
"445","155 WEST 126 STREET , New York",-73.94675,40.809443,"Rent","R2  -WALK-UP",NA,32.81,"Rent"
"446","155 WEST 68 STREET , New York",-73.9827652,40.7761347,"Rent","R4  -ELEVATOR",NA,48.38,"Rent"
"447","155 WEST 70 STREET , New York",-73.9816276,40.7770453,"Rent","R4  -ELEVATOR",NA,46.48,"Rent"
"448","155 WEST 71 STREET , New York",-73.9809368,40.7776085,"Rent","R4  -ELEVATOR",NA,46.29,"Rent"
"449","155 WEST 83 STREET , New York",-73.9752205,40.7854567,"Rent","C5  -WALK-UP",NA,44.45,"Rent"
"450","1556 YORK AVENUE , New York",-73.9486339,40.7733832,"Rent","D9  -ELEVATOR",NA,47.885,"Rent"
"451","156 2 AVENUE , New York",-73.9867158,40.7295101,"Rent","D9  -ELEVATOR",NA,53.905,"Rent"
"452","156 BLEECKER STREET , New York",-73.9996575,40.7282848,"Rent","R9  -CONDOPS",NA,40.53,"Rent"
"453","156 EAST 30 STREET , New York",-73.9805466,40.7432662,"Rent","D6  -ELEVATOR",NA,46.91,"Rent"
"454","156 EAST 37 STREET , New York",-73.9774244,40.7476864,"Rent","D3  -ELEVATOR",NA,49.5946666666667,"Rent"
"455","156 EAST 7 STREET , New York",-73.982313,40.725298,"Rent","D3  -ELEVATOR",NA,50.16,"Rent"
"456","156 PRINCE STREET , New York",-74.0013444,40.7257931,"Rent","D9  -ELEVATOR",NA,91.92,"Rent"
