"","X.1","X","longitude","latitude","Type1","Type2","Type3","Value","Icon","Remark","Zipcode","crime","mean","area"
"1138",1138,1138,-73.9535015,40.8059703,"Rent","RR  -CONRENT",NA,28.56,"Rent","276 WEST 119 STREET , New York",10026,500,32.749269820296,"Central Harlem"
"1139",1139,1139,-73.9674324,40.8018663,"Rent","R4  -ELEVATOR",NA,67.41,"Rent","2770 BROADWAY , New York",10025,438,35.2191121286121,"Upper West Side"
"1140",1140,1140,-73.9831636,40.7280407,"Rent","D1  -ELEVATOR",NA,53.8842857142857,"Rent","278 EAST 10 STREET , New York",10009,630,46.233633015873,"Lower East Side"
"1141",1141,1141,-73.9683851,40.7868629,"Rent","R4  -ELEVATOR",NA,56.46,"Rent","279 CENTRAL PARK WEST , New York",10024,182,43.5819368711326,"Upper West Side"
"1142",1142,1142,-73.9809598,40.7229399,"Rent","C4  -WALK-UP",NA,50.606,"Rent","279 EAST 4 STREET , New York",10009,525,46.233633015873,"Lower East Side"
"1143",1143,1143,-73.9936315,40.7324605,"Rent","R4  -ELEVATOR",NA,40.56,"Rent","28 EAST 10 STREET , New York",10003,766,47.6307854516211,"Lower East Side"
"1144",1144,1144,-73.9814337,40.7487372,"Rent","D6  -ELEVATOR",NA,38.79,"Rent","28 EAST 36 STREET , New York",10016,766,50.4251235766046,"Gramercy Park and Murray Hill"
"1145",1145,1145,-74.0021707,40.735486,"Rent","R2  -WALK-UP",NA,50.28,"Rent","28 PERRY STREET , New York",10014,815,47.3433044848964,"Greenwich Village and Soho"
"1146",1146,1146,-74.008487,40.7227677,"Rent","R4  -ELEVATOR",NA,37.37,"Rent","28 VESTRY STREET , New York",10013,264,43.9129747732426,"Greenwich Village and Soho"
"1147",1147,1147,-73.9402301,40.811098,"Rent","C4  -WALK-UP",NA,30.45,"Rent","28 WEST 132 STREET , New York",10037,658,30.4980555555556,"Central Harlem"
"1148",1148,1148,-73.9903259,40.7441137,"Rent","D9  -ELEVATOR",NA,49.76375,"Rent","28 WEST 26 STREET , New York",10010,744,50.4268402777778,"Gramercy Park and Murray Hill"
"1149",1149,1149,-73.9709016,40.785775,"Rent","R4  -ELEVATOR",NA,35.66,"Rent","28 WEST 86 STREET , New York",10024,263,43.5819368711326,"Upper West Side"
"1150",1150,1150,-73.9801136,40.7208576,"Rent","D7  -ELEVATOR",NA,46.33,"Rent","280 EAST 2 STREET , New York",10009,502,46.233633015873,"Lower East Side"
"1151",1151,1151,-73.9872059,40.7394489,"Rent","R4  -ELEVATOR",NA,57.03,"Rent","280 PARK AVENUE SOUTH , New York",10010,753,50.4268402777778,"Gramercy Park and Murray Hill"
"1152",1152,1152,-74.0166546,40.7088321,"Rent","R4  -ELEVATOR",NA,49.79,"Rent","280 RECTOR PLACE , New York",10280,152,51.3575,"Lower Manhattan"
"1153",1153,1153,-73.9809627,40.721583,"Rent","C1  -WALK-UP",NA,33.73,"Rent","29 AVENUE C , New York",10009,516,46.233633015873,"Lower East Side"
"1154",1154,1154,-74.0024921,40.7351841,"Rent","D3  -ELEVATOR",NA,45.652,"Rent","29 CHARLES STREET , New York",10014,759,47.3433044848964,"Greenwich Village and Soho"
"1155",1155,1155,-73.9878238,40.7401493,"Rent","R9  -CONDOPS",NA,45.87,"Rent","29 EAST 22 STREET , New York",10010,658,50.4268402777778,"Gramercy Park and Murray Hill"
"1156",1156,1156,-73.9966157,40.7132666,"Rent","D5  -ELEVATOR",NA,43.99,"Rent","29 EAST BROADWAY , New York",10002,394,46.1467041985792,"Lower East Side"
"1157",1157,1157,-73.9809139,40.7727634,"Rent","R4  -ELEVATOR",NA,38.83,"Rent","29 WEST 65 STREET , New York",10023,304,48.0819509939898,"Upper West Side"
"1158",1158,1158,-74.0042366,40.7373232,"Rent","D1  -ELEVATOR",NA,46.718,"Rent","290 WEST 12 STREET , New York",10014,780,47.3433044848964,"Greenwich Village and Soho"
"1159",1159,1159,-73.9938293,40.7462287,"Rent","R4  -ELEVATOR",NA,48.04,"Rent","291 7 AVENUE , New York",10001,713,49.5536451719577,"Chelsea and Clinton"
"1160",1160,1160,-73.9680181,40.7874224,"Rent","R4  -ELEVATOR",NA,44.76,"Rent","291 CENTRAL PARK WEST , New York",10024,201,43.5819368711326,"Upper West Side"
"1161",1161,1161,-73.979689,40.721481,"Rent","D5  -ELEVATOR",NA,47.365,"Rent","291 EAST 3 STREET , New York",10009,499,46.233633015873,"Lower East Side"
"1162",1162,1162,-73.9747154,40.7922505,"Rent","D1  -ELEVATOR",NA,42.8275,"Rent","294 WEST 92 STREET , New York",10025,461,35.2191121286121,"Upper West Side"
"1163",1163,1163,-73.9678969,40.7878682,"Rent","D3  -ELEVATOR",NA,39.8114285714286,"Rent","295 CENTRAL PARK WEST , New York",10024,202,43.5819368711326,"Upper West Side"
"1164",1164,1164,-73.9472336,40.8227912,"Rent","D1  -ELEVATOR",NA,22.35,"Rent","295 CONVENT AVENUE , New York",10031,534,27.9216951219512,"Inwood and Washington Heights"
"1165",1165,1165,-74.0108091,40.7160466,"Rent","R4  -ELEVATOR",NA,50.12,"Rent","295 GREENWICH STREET , New York",10007,290,46.8389393939394,"Lower Manhattan"
"1166",1166,1166,-73.9953845,40.724554,"Rent","R4  -ELEVATOR",NA,94.97,"Rent","295 LAFAYETTE STREET , New York",10012,785,49.2700310481868,"Greenwich Village and Soho"
"1167",1167,1167,-73.9863546,40.7397864,"Rent","D6  -ELEVATOR",NA,73.93,"Rent","295 PARK AVENUE SOUTH , New York",10010,726,50.4268402777778,"Gramercy Park and Murray Hill"
"1168",1168,1168,-74.0056138,40.7360899,"Rent","R9  -CONDOPS",NA,47.05,"Rent","295 WEST 11 STREET , New York",10014,609,47.3433044848964,"Greenwich Village and Soho"
"1169",1169,1169,-74.0093323,40.7331806,"Rent","R4  -ELEVATOR",NA,47.53,"Rent","296 WEST 10 STREET , New York",10014,283,47.3433044848964,"Greenwich Village and Soho"
"1170",1170,1170,-73.945155,40.817956,"Rent","R2  -WALK-UP",NA,22.86,"Rent","297 WEST 137 STREET , New York",10030,459,28.0306259259259,"Central Harlem"
"1171",1171,1171,-74.0052925,40.7377431,"Rent","R4  -ELEVATOR",NA,44.04,"Rent","299 WEST 12 STREET , New York",10014,694,47.3433044848964,"Greenwich Village and Soho"
"1172",1172,1172,-74.0035939,40.7288536,"Rent","R4  -ELEVATOR",NA,42.45,"Rent","3 BEDFORD STREET , New York",10014,565,47.3433044848964,"Greenwich Village and Soho"
"1173",1173,1173,-73.9691137,40.7685408,"Rent","R4  -ELEVATOR",NA,45.27,"Rent","3 EAST 66 STREET , New York",10065,39,48.2884521323149,"Upper East Side"
"1174",1174,1174,-73.9633855,40.7761853,"Rent","R4  -ELEVATOR",NA,52.7,"Rent","3 EAST 78 STREET , New York",10075,75,47.3576524390244,"Upper East Side"
"1175",1175,1175,-74.0095901,40.7330902,"Rent","R4  -ELEVATOR",NA,47.65,"Rent","3 WEEHAWKEN STREET , New York",10014,240,47.3433044848964,"Greenwich Village and Soho"
"1176",1176,1176,-73.959484,40.799754,"Rent","D1  -ELEVATOR",NA,37.8733333333333,"Rent","3 WEST 108 STREET , New York",10025,368,35.2191121286121,"Upper West Side"
"1177",1177,1177,-73.945622,40.805557,"Rent","R4  -ELEVATOR",NA,26.15,"Rent","3 WEST 122 STREET , New York",10027,704,32.1442658137882,"Central Harlem"
"1178",1178,1178,-73.9712373,40.7837626,"Rent","D1  -ELEVATOR",NA,42.99,"Rent","3 WEST 83 STREET , New York",10024,205,43.5819368711326,"Upper West Side"
"1179",1179,1179,-74.003827,40.7212854,"Rent","R4  -ELEVATOR",NA,42.98,"Rent","3 WOOSTER STREET , New York",10013,539,43.9129747732426,"Greenwich Village and Soho"
"1180",1180,1180,-74.0043743,40.7268018,"Rent","D1  -ELEVATOR",NA,39.87,"Rent","30 CHARLTON STREET , New York",10014,448,47.3433044848964,"Greenwich Village and Soho"
"1181",1181,1181,-73.9809436,40.7492047,"Rent","R4  -ELEVATOR",NA,48.04,"Rent","30 EAST 37 STREET , New York",10016,765,50.4251235766046,"Gramercy Park and Murray Hill"
"1182",1182,1182,-73.96342,40.774136,"Rent","R4  -ELEVATOR",NA,55.45,"Rent","30 EAST 76 STREET , New York",10021,122,48.7826667634533,"Upper East Side"
"1183",1183,1183,-73.9597507,40.780202,"Rent","R4  -ELEVATOR",NA,52.75,"Rent","30 EAST 85 STREET , New York",10028,258,47.9785876358696,"Upper East Side"
"1185",1185,1185,-73.9902712,40.7129127,"Rent","R4  -ELEVATOR",NA,46.09,"Rent","30 RUTGERS STREET , New York",10002,428,46.1467041985792,"Lower East Side"
"1186",1186,1186,-73.9831793,40.7700833,"Rent","R4  -ELEVATOR",NA,55.16,"Rent","30 WEST 61 STREET , New York",10023,447,48.0819509939898,"Upper West Side"
"1187",1187,1187,-73.9817311,40.7707681,"Rent","R4  -ELEVATOR",NA,49.04,"Rent","30 WEST 63 STREET , New York",10023,410,48.0819509939898,"Upper West Side"
"1189",1189,1189,-73.9690333,40.7882901,"Rent","R4  -ELEVATOR",NA,40.3,"Rent","30 WEST 90 STREET , New York",10024,254,43.5819368711326,"Upper West Side"
"1190",1190,1190,-73.9588539,40.8004189,"Rent","R4  -ELEVATOR",NA,33.81,"Rent","300 CATHEDRAL PARKWAY , New York",10025,336,35.2191121286121,"Upper West Side"
"1191",1191,1191,-73.980868,40.7375213,"Rent","R4  -ELEVATOR",NA,57.93,"Rent","300 EAST 23 STREET , New York",10010,561,50.4268402777778,"Gramercy Park and Murray Hill"
"1192",1192,1192,-73.9728559,40.7480603,"Rent","R9  -CONDOPS",NA,46.67,"Rent","300 EAST 40 STREET , New York",10016,390,50.4251235766046,"Gramercy Park and Murray Hill"
"1193",1193,1193,-73.96609,40.757719,"Rent","R4  -ELEVATOR",NA,54.56,"Rent","300 EAST 55 STREET , New York",10022,644,47.5797090671885,"Gramercy Park and Murray Hill"
"1194",1194,1194,-73.961718,40.7634372,"Rent","R4  -ELEVATOR",NA,48.19,"Rent","300 EAST 64 STREET , New York",10065,236,48.2884521323149,"Upper East Side"
"1195",1195,1195,-73.9558279,40.7717489,"Rent","R4  -ELEVATOR",NA,48.06,"Rent","300 EAST 77 STREET , New York",10075,255,47.3576524390244,"Upper East Side"
"1196",1196,1196,-73.9549436,40.7730272,"Rent","R4  -ELEVATOR",NA,48.96,"Rent","300 EAST 79 STREET , New York",10075,263,47.3576524390244,"Upper East Side"
"1197",1197,1197,-74.0043514,40.7372429,"Rent","D9  -ELEVATOR",NA,47.9575,"Rent","300 WEST 12 STREET , New York",10014,728,47.3433044848964,"Greenwich Village and Soho"
"1198",1198,1198,-73.9471326,40.8165441,"Rent","R4  -ELEVATOR",NA,36.97,"Rent","300 WEST 135 STREET , New York",10030,363,28.0306259259259,"Central Harlem"
"1199",1199,1199,-73.945994,40.817755,"Rent","R2  -WALK-UP",NA,26.17,"Rent","300 WEST 137 STREET , New York",10030,410,28.0306259259259,"Central Harlem"
"1200",1200,1200,-73.945595,40.8183239,"Rent","R2  -WALK-UP",NA,23.48,"Rent","300 WEST 138 STREET , New York",10030,452,28.0306259259259,"Central Harlem"
"1201",1201,1201,-73.942641,40.8229091,"Rent","R9  -CONDOPS",NA,40.28,"Rent","300 WEST 145 STREET , New York",10039,597,29.8734090909091,"Central Harlem"
"1202",1202,1202,-73.958089,40.801149,"Rent","R4  -ELEVATOR",NA,43.11,"Rent","301 CATHEDRAL PARKWAY , New York",10026,446,32.749269820296,"Central Harlem"
"1203",1203,1203,-73.9685278,40.7542526,"Rent","R4  -ELEVATOR",NA,39.92,"Rent","301 EAST 49 STREET , New York",10022,458,47.5797090671885,"Gramercy Park and Murray Hill"
"1204",1204,1204,-73.9681149,40.7549514,"Rent","R4  -ELEVATOR",NA,52.98,"Rent","301 EAST 50 STREET , New York",10022,469,47.5797090671885,"Gramercy Park and Murray Hill"
"1205",1205,1205,-73.9631515,40.7618178,"Rent","R4  -ELEVATOR",NA,59.94,"Rent","301 EAST 61 STREET , New York",10065,409,48.2884521323149,"Upper East Side"
"1206",1206,1206,-73.9607667,40.7650158,"Rent","R4  -ELEVATOR",NA,51.82,"Rent","301 EAST 66 STREET , New York",10065,80,48.2884521323149,"Upper East Side"
"1207",1207,1207,-73.9592755,40.7669344,"Rent","R9  -CONDOPS",NA,41.37,"Rent","301 EAST 69 STREET , New York",10021,175,48.7826667634533,"Upper East Side"
"1208",1208,1208,-73.9543759,40.7732956,"Rent","R4  -ELEVATOR",NA,49.97,"Rent","301 EAST 79 STREET , New York",10075,261,47.3576524390244,"Upper East Side"
"1209",1209,1209,-73.9680691,40.8033475,"Rent","R9  -CONDOPS",NA,31.99,"Rent","301 WEST 108 STREET , New York",10025,337,35.2191121286121,"Upper West Side"
"1210",1210,1210,-73.9848624,40.7646425,"Rent","R4  -ELEVATOR",NA,39,"Rent","301 WEST 53 STREET , New York",10019,886,50.6850948275862,"Chelsea and Clinton"
"1211",1211,1211,-73.9830165,40.7671247,"Rent","R4  -ELEVATOR",NA,48.165,"Rent","301 WEST 57 STREET , New York",10019,631,50.6850948275862,"Chelsea and Clinton"
"1212",1212,1212,-73.9922083,40.7188981,"Rent","R4  -ELEVATOR",NA,48.3,"Rent","302 BROOME STREET , New York",10002,786,46.1467041985792,"Lower East Side"
"1213",1213,1213,-73.9824486,40.7351963,"Rent","R4  -ELEVATOR",NA,44.42,"Rent","302 EAST 19 STREET , New York",10003,560,47.6307854516211,"Lower East Side"
"1214",1214,1214,-74.004722,40.7375,"Rent","R4  -ELEVATOR",NA,43.29,"Rent","302 WEST 12 STREET , New York",10014,767,47.3433044848964,"Greenwich Village and Soho"
"1215",1215,1215,-73.9780672,40.7896411,"Rent","D3  -ELEVATOR",NA,42.318,"Rent","302 WEST 87 STREET , New York",10024,266,43.5819368711326,"Upper West Side"
"1216",1216,1216,-73.975824,40.792713,"Rent","D3  -ELEVATOR",NA,39.09,"Rent","302 WEST 92 STREET , New York",10025,400,35.2191121286121,"Upper West Side"
"1217",1217,1217,-74.0024232,40.7506352,"Rent","D8  -ELEVATOR",NA,43.62,"Rent","303 10 AVENUE , New York",10001,249,49.5536451719577,"Chelsea and Clinton"
"1218",1218,1218,-73.9757567,40.7440559,"Rent","R4  -ELEVATOR",NA,53.53,"Rent","303 EAST 33 STREET , New York",10016,454,50.4251235766046,"Gramercy Park and Murray Hill"
"1219",1219,1219,-73.963072,40.761444,"Rent","R4  -ELEVATOR",NA,52.95,"Rent","303 EAST 60 STREET , New York",10022,423,47.5797090671885,"Gramercy Park and Murray Hill"
"1220",1220,1220,-73.955655,40.7719956,"Rent","R4  -ELEVATOR",NA,53.52,"Rent","303 EAST 77 STREET , New York",10075,249,47.3576524390244,"Upper East Side"
"1221",1221,1221,-73.9526519,40.7762116,"Rent","D6  -ELEVATOR",NA,49.81,"Rent","303 EAST 83 STREET , New York",10028,489,47.9785876358696,"Upper East Side"
"1222",1222,1222,-73.9418374,40.8238932,"Rent","R4  -ELEVATOR",NA,27.58,"Rent","303 WEST 146 STREET , New York",10039,587,29.8734090909091,"Central Harlem"
"1223",1223,1223,-73.9809139,40.7853782,"Rent","R4  -ELEVATOR",NA,42.51,"Rent","303 WEST 80 STREET , New York",10024,313,43.5819368711326,"Upper West Side"
"1224",1224,1224,-73.985345,40.730496,"Rent","D1  -ELEVATOR",NA,43.2466666666667,"Rent","304 EAST 12 STREET , New York",10003,669,47.6307854516211,"Lower East Side"
"1225",1225,1225,-73.981924,40.7355866,"Rent","D8  -ELEVATOR",NA,47.944,"Rent","304 EAST 20 STREET , New York",10003,514,47.6307854516211,"Lower East Side"
"1226",1226,1226,-73.96145,40.7641367,"Rent","R4  -ELEVATOR",NA,50.52,"Rent","304 EAST 65 STREET , New York",10065,208,48.2884521323149,"Upper East Side"
"1227",1227,1227,-73.9570373,40.803196,"Rent","R4  -ELEVATOR",NA,30.69,"Rent","304 WEST 114 STREET , New York",10026,483,32.749269820296,"Central Harlem"
"1228",1228,1228,-73.9562222,40.8037644,"Rent","R4  -ELEVATOR",NA,23.42,"Rent","304 WEST 115 STREET , New York",10026,495,32.749269820296,"Central Harlem"
"1229",1229,1229,-73.955402,40.805025,"Rent","RR  -CONRENT",NA,26.25,"Rent","304 WEST 117 STREET , New York",10026,481,32.749269820296,"Central Harlem"
"1230",1230,1230,-73.9836916,40.734853,"Rent","R4  -ELEVATOR",NA,55.49,"Rent","305 2 AVENUE , New York",10003,594,47.6307854516211,"Lower East Side"
"1231",1231,1231,-73.9404138,40.7924625,"Rent","C1  -WALK-UP",NA,36.155,"Rent","305 EAST 109 STREET , New York",10029,664,36.1083994996549,"East Harlem"
"1232",1232,1232,-73.9675296,40.7554855,"Rent","R4  -ELEVATOR",NA,46.99,"Rent","305 EAST 51 STREET , New York",10022,472,47.5797090671885,"Gramercy Park and Murray Hill"
"1233",1233,1233,-73.9579029,40.7689357,"Rent","R9  -CONDOPS",NA,37.68,"Rent","305 EAST 72 STREET , New York",10021,243,48.7826667634533,"Upper East Side"
"1234",1234,1234,-73.9516646,40.7772091,"Rent","R4  -ELEVATOR",NA,55.31,"Rent","305 EAST 85 STREET , New York",10028,537,47.9785876358696,"Upper East Side"
"1235",1235,1235,-73.9713866,40.8001653,"Rent","D3  -ELEVATOR",NA,30.19,"Rent","305 RIVERSIDE DRIVE , New York",10025,320,35.2191121286121,"Upper West Side"
"1236",1236,1236,-74.003525,40.7395194,"Rent","D1  -ELEVATOR",NA,46.8525,"Rent","305 WEST 13 STREET , New York",10014,806,47.3433044848964,"Greenwich Village and Soho"
"1237",1237,1237,-73.9401612,40.8264873,"Rent","R4  -ELEVATOR",NA,31.16,"Rent","305 WEST 150 STREET , New York",10039,565,29.8734090909091,"Central Harlem"
"1238",1238,1238,-74.0013214,40.7426815,"Rent","R4  -ELEVATOR",NA,40.53,"Rent","305 WEST 18 STREET , New York",10011,771,49.1637557493983,"Chelsea and Clinton"
"1239",1239,1239,-73.999387,40.7449994,"Rent","R4  -ELEVATOR",NA,45.32,"Rent","305 WEST 22 STREET , New York",10011,585,49.1637557493983,"Chelsea and Clinton"
"1240",1240,1240,-73.9889945,40.7595564,"Rent","D3  -ELEVATOR",NA,52.214,"Rent","305 WEST 45 STREET , New York",10036,1647,50.2338965367965,"Chelsea and Clinton"
"1241",1241,1241,-73.9583689,40.7677465,"Rent","D3  -ELEVATOR",NA,42.37,"Rent","306 EAST 71 STREET , New York",10021,218,48.7826667634533,"Upper East Side"
"1242",1242,1242,-73.9497819,40.7793714,"Rent","C1  -WALK-UP",NA,44.71,"Rent","306 EAST 89 STREET , New York",10128,579,45.9451660787772,"Upper East Side"
"1243",1243,1243,-73.9938611,40.7250022,"Rent","R4  -ELEVATOR",NA,55.11,"Rent","306 MOTT STREET , New York",10012,733,49.2700310481868,"Greenwich Village and Soho"
"1244",1244,1244,-73.958085,40.801962,"Rent","D1  -ELEVATOR",NA,35.8666666666667,"Rent","306 WEST 112 STREET , New York",10026,472,32.749269820296,"Central Harlem"
"1245",1245,1245,-73.9561648,40.8044985,"Rent","R4  -ELEVATOR",NA,52.8,"Rent","306 WEST 116 STREET , New York",10026,505,32.749269820296,"Central Harlem"
"1246",1246,1246,-73.987661,40.76106,"Rent","R4  -ELEVATOR",NA,55.07,"Rent","306 WEST 48 STREET , New York",10036,1354,50.2338965367965,"Chelsea and Clinton"
"1247",1247,1247,-73.9864234,40.7630119,"Rent","D3  -ELEVATOR",NA,54.22625,"Rent","306 WEST 51 STREET , New York",10019,1016,50.6850948275862,"Chelsea and Clinton"
"1248",1248,1248,-73.973428,40.795959,"Rent","R4  -ELEVATOR",NA,28.45,"Rent","306 WEST 97 STREET , New York",10025,427,35.2191121286121,"Upper West Side"
"1249",1249,1249,-73.9403219,40.7924109,"Rent","C1  -WALK-UP",NA,39.245,"Rent","307 EAST 109 STREET , New York",10029,657,36.1083994996549,"East Harlem"
"1250",1250,1250,-73.9735216,40.7467847,"Rent","D8  -ELEVATOR",NA,66.45,"Rent","308 EAST 38 STREET , New York",10016,333,50.4251235766046,"Gramercy Park and Murray Hill"
"1251",1251,1251,-73.9580402,40.7684713,"Rent","R4  -ELEVATOR",NA,48,"Rent","308 EAST 72 STREET , New York",10021,244,48.7826667634533,"Upper East Side"
"1252",1252,1252,-73.94969,40.7793584,"Rent","C1  -WALK-UP",NA,45.58,"Rent","308 EAST 89 STREET , New York",10128,594,45.9451660787772,"Upper East Side"
"1253",1253,1253,-73.9492308,40.7799873,"Rent","C1  -WALK-UP",NA,44.08,"Rent","308 EAST 90 STREET , New York",10128,526,45.9451660787772,"Upper East Side"
"1254",1254,1254,-73.9960648,40.74983,"Rent","R4  -ELEVATOR",NA,46.94,"Rent","308 WEST 30 STREET , New York",10001,783,49.5536451719577,"Chelsea and Clinton"
"1255",1255,1255,-73.9853132,40.7467042,"Rent","D7  -ELEVATOR",NA,56.81,"Rent","309 5 AVENUE , New York",10016,939,50.4251235766046,"Gramercy Park and Murray Hill"
"1256",1256,1256,-74.0022396,40.7201081,"Rent","D5  -ELEVATOR",NA,94.95,"Rent","309 CANAL STREET , New York",10013,718,43.9129747732426,"Greenwich Village and Soho"
"1257",1257,1257,-73.9406204,40.7917785,"Rent","R4  -ELEVATOR",NA,28.1,"Rent","309 EAST 108 STREET , New York",10029,587,36.1083994996549,"East Harlem"
"1258",1258,1258,-73.939751,40.793092,"Rent","C4  -WALK-UP",NA,40.6333333333333,"Rent","309 EAST 110 STREET , New York",10029,669,36.1083994996549,"East Harlem"
"1259",1259,1259,-73.9680625,40.7540156,"Rent","R4  -ELEVATOR",NA,43.46,"Rent","309 EAST 49 STREET , New York",10017,443,46.7487965811966,"Gramercy Park and Murray Hill"
"1260",1260,1260,-73.9678051,40.8040522,"Rent","D1  -ELEVATOR",NA,29.31,"Rent","309 WEST 109 STREET , New York",10025,304,35.2191121286121,"Upper West Side"
"1261",1261,1261,-73.9549645,40.8061474,"Rent","R4  -ELEVATOR",NA,31.83,"Rent","309 WEST 118 STREET , New York",10026,438,32.749269820296,"Central Harlem"
"1262",1262,1262,-73.985092,40.7803009,"Rent","D3  -ELEVATOR",NA,44.352,"Rent","309 WEST 72 STREET , New York",10023,303,48.0819509939898,"Upper West Side"
"1263",1263,1263,-73.9797748,40.7871466,"Rent","R9  -CONDOPS",NA,43.91,"Rent","309 WEST 83 STREET , New York",10024,303,43.5819368711326,"Upper West Side"
"1264",1264,1264,-73.9907851,40.7248362,"Rent","D6  -ELEVATOR",NA,48.01,"Rent","31 2 AVENUE , New York",10003,714,47.6307854516211,"Lower East Side"
"1265",1265,1265,-73.9848165,40.7439109,"Rent","R4  -ELEVATOR",NA,47.87,"Rent","31 EAST 28 STREET , New York",10016,716,50.4251235766046,"Gramercy Park and Murray Hill"
"1266",1266,1266,-73.9949859,40.7117416,"Rent","R4  -ELEVATOR",NA,44.01,"Rent","31 MONROE STREET , New York",10002,397,46.1467041985792,"Lower East Side"
"1267",1267,1267,-74.0076338,40.7200809,"Rent","R4  -ELEVATOR",NA,38.29,"Rent","31 NORTH MOORE STREET , New York",10013,313,43.9129747732426,"Greenwich Village and Soho"
"1268",1268,1268,-73.959071,40.815472,"Rent","R9  -CONDOPS",NA,27.54,"Rent","31 TIEMANN PLACE , New York",10027,356,32.1442658137882,"Central Harlem"
"1269",1269,1269,-73.9412059,40.8103407,"Rent","C5  -WALK-UP",NA,37.0625,"Rent","31 WEST 130 STREET , New York",10037,834,30.4980555555556,"Central Harlem"
"1270",1270,1270,-73.9921165,40.7411637,"Rent","R4  -ELEVATOR",NA,47.87,"Rent","31 WEST 21 STREET , New York",10010,677,50.4268402777778,"Gramercy Park and Murray Hill"
"1271",1271,1271,-73.9804777,40.737408,"Rent","R9  -CONDOPS",NA,46.46,"Rent","310 EAST 23 STREET , New York",10010,521,50.4268402777778,"Gramercy Park and Murray Hill"
"1272",1272,1272,-73.967001,40.756366,"Rent","R4  -ELEVATOR",NA,43.2,"Rent","310 EAST 53 STREET , New York",10022,500,47.5797090671885,"Gramercy Park and Murray Hill"
"1273",1273,1273,-73.9561419,40.7702269,"Rent","D1  -ELEVATOR",NA,52.8125,"Rent","310 EAST 75 STREET , New York",10021,251,48.7826667634533,"Upper East Side"
"1274",1274,1274,-73.988329,40.760582,"Rent","D7  -ELEVATOR",NA,54.13,"Rent","310 WEST 47 STREET , New York",10036,1370,50.2338965367965,"Chelsea and Clinton"
"1275",1275,1275,-73.9858531,40.7635079,"Rent","R4  -ELEVATOR",NA,56.62,"Rent","310 WEST 52 STREET , New York",10019,961,50.6850948275862,"Chelsea and Clinton"
"1276",1276,1276,-73.9815108,40.7851544,"Rent","D1  -ELEVATOR",NA,42.51,"Rent","310 WEST 80 STREET , New York",10024,247,43.5819368711326,"Upper West Side"
"1277",1277,1277,-73.9802091,40.7802668,"Rent","R4  -ELEVATOR",NA,40.93,"Rent","311 AMSTERDAM AVENUE , New York",10023,455,48.0819509939898,"Upper West Side"
"1278",1278,1278,-73.9425721,40.7891062,"Rent","R2  -WALK-UP",NA,40.16,"Rent","311 EAST 104 STREET , New York",10029,527,36.1083994996549,"East Harlem"
"1279",1279,1279,-73.9853445,40.7301457,"Rent","R4  -ELEVATOR",NA,51.23,"Rent","311 EAST 11 STREET , New York",10003,687,47.6307854516211,"Lower East Side"
"1280",1280,1280,-73.9807569,40.7361924,"Rent","D1  -ELEVATOR",NA,42.68,"Rent","311 EAST 21 STREET , New York",10010,466,50.4268402777778,"Gramercy Park and Murray Hill"
"1281",1281,1281,-73.9732461,40.7472473,"Rent","R4  -ELEVATOR",NA,48.61,"Rent","311 EAST 38 STREET , New York",10016,332,50.4251235766046,"Gramercy Park and Murray Hill"
"1282",1282,1282,-74.0105948,40.7165804,"Rent","R4  -ELEVATOR",NA,52.75,"Rent","311 GREENWICH STREET , New York",10013,268,43.9129747732426,"Greenwich Village and Soho"
"1283",1283,1283,-73.950907,40.8119818,"Rent","RR  -CONRENT",NA,29.36,"Rent","311 WEST 127 STREET , New York",10027,640,32.1442658137882,"Central Harlem"
"1284",1284,1284,-73.9371073,40.7964263,"Rent","C1  -WALK-UP",NA,39.045,"Rent","312 EAST 116 STREET , New York",10029,674,36.1083994996549,"East Harlem"
"1285",1285,1285,-73.9806843,40.7367232,"Rent","R4  -ELEVATOR",NA,46.62,"Rent","312 EAST 22 STREET , New York",10010,511,50.4268402777778,"Gramercy Park and Murray Hill"
"1286",1286,1286,-73.980317,40.7373273,"Rent","R9  -CONDOPS",NA,42.21,"Rent","312 EAST 23 STREET , New York",10010,519,50.4268402777778,"Gramercy Park and Murray Hill"
"1287",1287,1287,-73.9482435,40.781139,"Rent","D3  -ELEVATOR",NA,43.6266666666667,"Rent","312 EAST 92 STREET , New York",10128,445,45.9451660787772,"Upper East Side"
"1288",1288,1288,-73.9578179,40.8031528,"Rent","D1  -ELEVATOR",NA,29.448,"Rent","312 MANHATTAN AVENUE , New York",10026,484,32.749269820296,"Central Harlem"
"1289",1289,1289,-73.9541443,40.8078739,"Rent","C4  -WALK-UP",NA,17.43,"Rent","312 WEST 121 STREET , New York",10027,621,32.1442658137882,"Central Harlem"
"1290",1290,1290,-73.9849542,40.7806671,"Rent","D1  -ELEVATOR",NA,42.8614285714286,"Rent","312 WEST 73 STREET , New York",10023,287,48.0819509939898,"Upper West Side"
"1291",1291,1291,-73.9881978,40.7266649,"Rent","D1  -ELEVATOR",NA,51.8083333333333,"Rent","313 EAST 5 STREET , New York",10003,757,47.6307854516211,"Lower East Side"
"1292",1292,1292,-73.9513891,40.7770156,"Rent","C1  -WALK-UP",NA,45.69,"Rent","313 EAST 85 STREET , New York",10028,534,47.9785876358696,"Upper East Side"
